id,articulo,descripcion
54771,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
60255,GUILLOTINA DE 35 X 30 CM MADERA CAFE,
60918,PANTALLA LED,32 PLG PLASTICO NEGRO
60947,PANTALLA LED,32 PLG PLASTICO NEGRO
61723,LIBRERO MADERA,CEREZO 4 ENTREPAÑOS
61967,LIBRERO MADERA,CEREZO 4 ENTREPAÑOS
64076,SILLA SEMIEJECUTIVA,RESPALDO EN MALLA Y ASIENTO EN TELA COLOR NEGRO
65126,ESCRITORIO MADERA,CAFE
73229,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
75764,TRITURADORA DE DOCUMENTOS,"CORTE CRUZADO, USO RUDO CON RUEDAS"
3208,PERCHERO,MADERA VINO
7384,MUEBLE ESPECIAL,17 ENTREPAÑOS 4 GAVETAS MADERA VINO
28757,LIBRERO,23 ENTREPAÑOS MADERA VINO
39089,PERCHERO MADERA,CAFE
47102,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
47777,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54773,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54774,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54776,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54777,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54779,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54780,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54781,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54782,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54784,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54785,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54786,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54790,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54793,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60884,PANTALLA LED,32 PLG PLASTICO NEGRO
60972,PANTALLA LED,32 PLG PLASTICO NEGRO
73230,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
2356,MESA MULTIUSOS,FORMAICA BEIGE
2476,SOFA 2 PLAZAS,PIEL NEGRO
12543,MESA MULTIUSOS,MADERA VINO
32876,TRITURADORA,DE DOCUMENTOS PLASTICO GRIS
54795,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54796,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54797,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54798,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54799,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54800,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54801,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54802,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54803,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54804,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54806,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54810,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54813,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54814,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54815,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54833,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60896,PANTALLA LED,32 PLG PLASTICO NEGRO
60943,PANTALLA LED,32 PLG PLASTICO NEGRO
61269,LIBRERO MADERA 4 ENTREPAÑOS COLOR CEREZO,
61270,LIBRERO MADERA 4 ENTREPAÑOS COLOR CEREZO,
61271,LIBRERO MADERA 4 ENTREPAÑOS COLOR CEREZO,
61438,MUEBLE ESPECIAL 2 ENTREPAÑOS 3 CAJONES MADERA VINO,
63647,PERCHERO MADERA,CAFE
64995,GUILLOTINA,MADERA GRIS
73231,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
5264,PERCHERO,MADERA VINO
33774,ARCHIVERO MADERA,HORIZONTAL 3 GAVETAS MIXTO VINO
54817,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54818,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54819,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54820,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54821,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54822,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54823,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54824,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54825,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54827,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54834,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54835,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54836,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54837,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
60870,PANTALLA LED,32 PLG PLASTICO NEGRO
60979,PANTALLA LED,32 PLG PLASTICO NEGRO
61377,MUEBLE ESPECIAL 1 ENTREPAÑO 3 CAJONES MADERA CAFE,
66196,SOFA 2 PLAZAS,PIEL NEGRO
73232,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
3504,CREDENZA,4 PUERTAS MADERA CAFE
3580,MUEBLE ESPECIAL,7 ENTREPAÑOS MADERA VINO
11121,PERCHERO,MADERA VINO
27021,ARCHIVERO MADERA,4 GAVETAS CAFE
27193,SOFA 2 PLAZAS,PIEL NEGRO
28597,SILLA SECRETARIAL,PLIANA NEGRO
40118,SILLA SECRETARIAL,PLIANA NEGRO
54438,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54839,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54840,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54841,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54843,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54844,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54845,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54846,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54847,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54848,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54850,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54852,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54853,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54855,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54858,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60958,PANTALLA LED,32 PLG PLASTICO NEGRO
60959,PANTALLA LED,32 PLG PLASTICO NEGRO
66903,TRITURADORA DE DOCUMENTOS,PLASTICO
73233,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
55704,MESA RADO CUADRADA,ACABADO EN LAMINADO CHAPA DE MADERA CON BASE ALUMINIO.
55713,SOFA GRAND SALON DE 2 PLAZAS,"TAPIZADO EN PIEL, BASE DE ALUMINIO."
26352,MODULO DE TRABAJO,CAFE
40949,SILLA APILABLE,PLASTICO NEGRO
60551,SILLA APILABLE PLASTICO NEGRO,
2687,ARCHIVERO MADERA,4 GAVETAS VINO
4569,PERCHERO MADERA,CAFE
30467,PERCHERO MADERA,CAFE
54861,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54862,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54864,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54865,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54866,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54867,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54868,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54869,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54870,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54872,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54874,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54875,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54878,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54881,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54997,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
56832,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60923,PANTALLA LED,32 PLG PLASTICO NEGRO
60993,PANTALLA LED,32 PLG PLASTICO NEGRO
73234,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
5256,ARCHIVERO MADERA,4 GAVETAS GRIS
8792,CREDENZA,2 PUERTAS MADERA VINO
23481,LIBRERO,8 ENTREPAÑOS MADERA VINO
30466,MUEBLE ESPECIAL,2 PUERTAS MADERA GRIS
32102,ARCHIVERO MADERA,HORIZONTAL 3 GAVETAS VINO
33775,ARCHIVERO MADERA,HORIZONTAL 3 GAVETAS VINO
54882,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54883,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54884,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54885,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54886,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54887,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54888,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54889,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54890,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54892,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54893,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54895,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54898,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54901,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60861,PANTALLA LED,32 PLG PLASTICO NEGRO
60929,PANTALLA LED,32 PLG PLASTICO NEGRO
73235,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL"
1994,SILLON 3 PLAZAS,PIEL NEGRO
7084,ARCHIVERO MADERA,2 GAVETAS VINO
7483,MESA,PARA TELEVISOR 1 CAJON MADERA VINO
10812,GUILLOTINA,METAL GRIS
23853,PERCHERO MADERA,CAFE
29238,ESCRITORIO,1 CAJON 1 GAVETA MADERA CAFE
37471,MESA DE TRABAJO MADERA,VINO
39463,LIBRERO,5 ENTREPAÑOS MADERA VINO
50542,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
51191,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54902,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA"
54903,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54904,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54905,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54906,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54907,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54908,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54909,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS."
54910,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES."
54911,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54914,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L."
54916,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54919,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
54922,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS."
60384,TRITURADORA PLASTICO GRIS,
60914,PANTALLA LED,32 PLG PLASTICO NEGRO
60989,PANTALLA LED,32 PLG PLASTICO NEGRO
